Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
30715,2003,07/08/2004,Enfield,7 SALERNO DR,48090.00,352000.00,0.136619318,,,7,,,POINT (-72.52056 41.96729)
12820,2012,08/02/2013,Fairfield,25 DUNHILL DRIVE,317310.00,487000.00,0.651560575,Single Family,Single Family,,,,
90716,2009,08/06/2010,Fairfield,358 PRIMROSE LANE,529480.00,680000.00,0.778647059,Single Family,Single Family,,,,
900055,2009,10/30/2009,Enfield,5 ENFIELD AVE,89390.00,115000.00,0.777304348,Single Family,Single Family,,,,
90282,2009,12/11/2009,Waterbury,21 LEXINGTON AVE,87300.00,62500.00,1.3968,Single Family,Single Family,14 - Foreclosure,,,
201299,2020,08/02/2021,Danbury,14 SOUTH ST 23,144000.00,300000.00,0.48,Residential,Condo,,K16126-23,,POINT (-73.42544 41.3836)
190116,2019,07/09/2020,Somers,473 BILLINGS RD,151840.00,284900.00,0.533,Single Family,Single Family,,,,
100109,2010,08/10/2011,Plymouth,6 SUSAN LN,144030.00,175000.00,0.823028571,Single Family,Single Family,,,,
90062,2009,11/03/2009,Vernon,5 FREDERIC RD,173150.00,239900.00,0.721759066,Single Family,Single Family,,,,
1900183,2019,02/28/2020,Wethersfield,26 KIMBALL RD,150830.00,203000.00,0.743,Single Family,Single Family,10 - A Will,ESTATE SALE,,
120081,2012,11/29/2012,Wallingford,24 BRIAN RD,150300.00,13000.00,11.56153846,Single Family,Single Family,13 - Bankrupcy,T.DIGLIO HAD 1/3 INTEREST BY T.I.C.DUE TO BANKRUPTCY R. WEINER OWNS HIS PORTION,,
170285,2017,07/23/2018,New Canaan,9 NEW LA,446670.00,680000.00,0.6568,Single Family,Single Family,,,,POINT (-73.48978 41.15052)
180214,2018,09/19/2019,Winchester,15 BROOKSIDE AVE,99330.00,121000.00,0.8209,Three Family,Three Family,,,,
170121,2017,06/15/2018,Prospect,17 OLD LOGTOWN RD,81520.00,175000.00,0.465828571,,,25 - Other,SALE PRICE PART OF 3 LOT SALE,,
20335,2002,02/24/2003,Wallingford,124 CHURCH ST,114300.00,179000.00,0.638547486,,,,,,
170338,2017,02/01/2018,Meriden,91 PIEDMONT ST,80360.00,127000.00,0.632755906,Single Family,Single Family,,,,
60120,2006,01/07/2007,Guilford,19 CHURCH ST,274750.00,750000.00,0.366333333,Single Family,Single Family,16 - Charitable Group,,,
40401,2004,02/08/2005,Norwich,303 MOHEGAN PARK RD LT 1,0.00,54000.00,0,,,7,,,
130280,2013,03/17/2014,Meriden,4 FINCH AVE,130280.00,121000.00,1.076694215,Single Family,Single Family,25 - Other,estate sale,,
10486,2001,09/27/2002,Stonington,8 MEADOWLARK LN,61900.00,61000.00,1.014754098,,,14,,,
160158,2016,09/11/2017,Litchfield,166 BANTAM LAKE RD,117260.00,162000.00,0.72382716,Single Family,Single Family,,,,
200524,2020,07/07/2021,New Canaan,91 POCCONOCK TR,643720.00,1273000.00,0.5056,Residential,Single Family,,,,POINT (-73.45878 41.13973)
80161,2008,06/29/2009,Windham,25 MOUNTAIN ST.,117240.00,56400.00,2.078723404,Three Family,Three Family,14 - Foreclosure,,,
60961,2006,06/18/2007,Danbury,20 E PEMBROKE RD UT 4,121500.00,242000.00,0.502066116,Condo,Condo,25 - Other,,,
130481,2013,07/30/2014,Westport,2 MEDWELL LN,627100.00,1200000.00,0.522583333,Single Family,Single Family,,,,
200655,2020,07/28/2021,Branford,88 MONTOYA,93300.00,183000.00,0.5098,Residential,Condo,,,,POINT (-72.82864 41.28019)
80057,2008,04/01/2009,Winchester,111 TORRINGFORD ST UNIT 19,104790.00,135000.00,0.776222222,Condo,Condo,,,,POINT (-73.05535 41.91171)
51278,2005,05/30/2006,New Haven,96 BEVERLY RD,73990.00,186300.00,0.397155126,,,1,,,
150410,2015,03/21/2016,Meriden,165 GREENBRIAR RD,146790.00,91500.00,1.604262295,Single Family,Single Family,25 - Other,ESTATE SALE,,
202288,2020,09/15/2021,North Haven,109 SHAWMUT AVE,144980.00,300000.00,0.4832,Residential,Single Family,,,,POINT (-72.86107 41.38237)
15339,2015,07/18/2016,Montville,21 MANOR RD,103710.00,95000.00,1.091684211,Single Family,Single Family,25 - Other,"PER MLS NO CONVENTIONAL FINANCE 203K OR CASH - RESOLD 12/19/16 $180,000",,
14984,2014,09/15/2015,Milford,39 LAVERY LN,354650.00,530000.00,0.669150943,Single Family,Single Family,,,,
60840,2006,04/30/2007,Norwalk,90 PARTRICK RD,57750.00,192150.00,0.300546448,Single Family,Single Family,17 - Two Towns,,,
170033,2017,11/01/2017,Plainville,18 HOMESTEAD AVE,121380.00,208000.00,0.5835,Single Family,Single Family,,,,
110702,2011,01/18/2012,Meriden,4 WEBB MANOR,84840.00,119000.00,0.712941176,Condo,Condo,,,,
110233,2011,06/04/2012,Branford,37 LANPHIER COVE CAMP,105700.00,40000.00,2.6425,Single Family,Single Family,08 - Part Interest,ALSO FAMILY MEMBER,,
50411,2005,08/14/2006,Watertown,122 CHESTNUT GRV AKA,125800.00,243750.00,0.516102564,,,1,,,
150008,2015,10/01/2015,Naugatuck,98 CRESTWOOD DR,119570.00,177000.00,0.675536723,Single Family,Single Family,,,,
40609,2004,11/29/2004,Bridgeport,120 KAECHELE PL,114450.00,148500.00,0.770707071,,,15,,,
10206,2001,03/21/2002,Simsbury,86 HOPMEADOW ST,1934420.00,5100000.00,0.379298039,,,,,,POINT (-72.82364 41.82874)
70243,2007,07/28/2008,New Canaan,370 OENOKE RIDGE,1352500.00,2400000.00,0.563541667,Single Family,Single Family,,,,
52928,2005,08/04/2006,Bridgeport,1862-1864 NORTH AVE,122501.00,375000.00,0.326669333,,,,,,
32739,2003,08/25/2004,Stamford,69 RIDGEWOOD AVE,138460.00,400000.00,0.34615,,,,,,POINT (-73.52293 41.08235)
190058,2019,11/19/2019,Trumbull,91 SHELTON RD,323680.00,630000.00,0.5138,Single Family,Single Family,07 - Change in Property,IMPROVED CONDITION,,POINT (-73.15994 41.24302)
20681,2020,08/05/2021,Newtown,106 HALEY LANE,176860.00,321500.00,0.5501,Residential,Condo,,,,POINT (-73.28733 41.42211)
160081,2016,01/31/2017,Stafford,6 PACKARD RIDGE,143150.00,185000.00,0.773783784,Single Family,Single Family,02 - Love and Affection,,,POINT (-72.27416 41.95145)
10043,2001,11/13/2001,Wilton,182 SILVER SPRING RD,186900.00,242500.00,0.770721649,,,1,,,
150013,2015,11/06/2015,Thomaston,150 HIGH ST,150360.00,150000.00,1.0024,Single Family,Single Family,25 - Other,NOT SURE WHY IT SOLD SO LOW,,
41397,2004,04/01/2005,Stamford,14 OGDEN RD,148330.00,491500.00,0.301790437,,,,,,
10893,2001,05/08/2002,Bristol,267 MAIN ST,226870.00,295000.00,0.769050847,,,,,,POINT (-72.94255 41.67357)
180168,2018,07/02/2019,Oxford,122 MEADOW BROOK RD,210200.00,330000.00,0.6369,Condo,Condo,,,,
1900226,2019,07/27/2020,Wethersfield,199 GRISWOLD RD,217720.00,269900.00,0.8066,Single Family,Single Family,,,,
10517,2010,06/30/2011,Wethersfield,16 WRIGHT RD,150400.00,187500.00,0.802133333,Single Family,Single Family,,,,
150002,2015,10/01/2015,Woodbridge,19 GROVE HILL ROAD,309610.00,431000.00,0.718352668,Single Family,Single Family,,,,
31307,2003,07/29/2004,Meriden,231 MATTABASSET DR,67550.00,158000.00,0.427531646,,,,,,
20504,2002,03/13/2003,Fairfield,245 UNQUOUA RD 90,112420.00,237000.00,0.474345992,,,,,,
15040,2015,05/31/2016,Barkhamsted,161 W WEST HILL RD,214810.00,257500.00,0.834213592,Single Family,Single Family,,1989 CAPE ON 2 AC,,
167907,2016,09/22/2017,Bridgeport,264 PARROTT AVE,139400.00,75000.00,1.858666667,Three Family,Three Family,25 - Other,BELOW MARKET BALUE,,POINT (-73.19831 41.19771)
42951,2004,07/25/2005,Bridgeport,211 3 BRONX AVE,158620.00,354960.00,0.446867253,,,,,,
20132,2002,01/13/2003,Oxford,RIGGS ST,19540.00,1806000.00,0.010819491,,,28,,,
80018,2008,10/20/2008,Ansonia,38 CONDON DR,264300.00,380000.00,0.695526316,Single Family,Single Family,,,,
20667,2002,05/02/2003,Greenwich,41 GROVE ST,295050.00,601000.00,0.49093178,,,,,,
20110,2002,03/11/2003,North Branford,224 FOXON RD LT 8C,12250.00,8500.00,1.441176471,,,25,,,
110159,2011,07/16/2012,Clinton,59 KELSEY TOWN RD,223200.00,310000.00,0.72,Single Family,Single Family,,,,POINT (-72.51572 41.31916)
150170,2015,06/06/2016,New Fairfield,3 SPRUCE RIDGE,456400.00,718600.00,0.635123852,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION,,
190267,2019,06/25/2020,Bethel,14 DRUID LANE,377930.00,520000.00,0.7268,Condo,Condo,,,,POINT (-73.57982 41.03489)
14047,2014,11/04/2014,Glastonbury,118 RIDGEWOOD RD,270200.00,416500.00,0.648739496,Single Family,Single Family,,,,POINT (-72.59489 41.68124)
110044,2011,11/18/2011,Branford,15 HOSLEY AVE,221000.00,300000.00,0.736666667,,,03 - Inter Corporation,,,
70463,2007,05/05/2008,Greenwich,114 ZACCHEUS MEAD LN,1605030.00,3132500.00,0.512379888,Single Family,Single Family,,,,
80134,2008,11/26/2008,Hamden,98 SANDQUIST CIRCLE,170450.00,246000.00,0.692886179,Single Family,Single Family,,,,
190328,2019,12/04/2019,Waterbury,45 RIDGEFIELD AVE,65250.00,120000.00,0.5438,Single Family,Single Family,01 - Family,,,
13241,2013,04/14/2014,West Haven,78 HAROLD ST,103880.00,176000.00,0.590227273,Single Family,Single Family,,,,
170360,2017,02/13/2018,Stratford,430-432 SOUNDVIEW AVE,133560.00,165375.00,0.8076,Two Family,Two Family,14 - Foreclosure,BANK SALE FROM FORCLOSURE,,
20179,2002,12/05/2002,Norwich,7 PACEMAKER AVE 7,9500.00,29500.00,0.322033898,,,,,,
170053,2017,12/08/2017,Bloomfield,2 BEAUDRY LN,77280.00,413000.00,0.1871,Single Family,Single Family,07 - Change in Property,,,
70035,2007,01/02/2008,Woodbridge,67 & 75 BRADLEY RD,351400.00,920000.00,0.381956522,,,,,,
10265,2001,08/29/2002,Derby,233 DERBY AVE 34,56350.00,120000.00,0.469583333,,,,,,
70680,2007,08/12/2008,Manchester,24J PROSPECT ST #30,49700.00,69500.00,0.715107914,Condo,Condo,,,,
30248,2003,04/05/2004,Simsbury,332 FIRETOWN RD,136380.00,249000.00,0.547710843,,,,,,
40319,2004,06/24/2005,Monroe,70 BARN HL RD,342720.00,600000.00,0.5712,,,,,,
20054,2002,10/25/2002,Groton,33 CROWN KNOLL CT 64,44240.00,80000.00,0.553,,,,,,POINT (-72.055 41.36754)
10075,2001,10/11/2001,Danbury,3 GRIFFING AVE,93400.00,185000.00,0.504864865,,,,,,
180224,2018,08/12/2019,Coventry,109 HEMLOCK POINT LN,131300.00,190000.00,0.691052632,Single Family,Single Family,25 - Other,AND J/35/38C,,
42922,2004,08/22/2005,Waterbury,28 LAUREL ST,42140.00,165000.00,0.255393939,,,,,,
14070,2014,11/21/2014,Newington,45 CROWN RIDGE,132310.00,225000.00,0.588044444,Condo,Condo,,,,
40337,2004,12/01/2004,Danbury,121 PARK AVE,151200.00,115000.00,1.314782609,,,7,,,
100255,2010,02/14/2011,Middletown,237 BURGUNDY HILL LA,42050.00,46400.00,0.90625,Condo,Condo,,,,
2002447,2020,08/26/2021,Stamford,59 COURTLAND AVENUE #2F,100530.00,147500.00,0.6815,Residential,Condo,01 - Family,FAMILY SALE,,POINT (-73.51414 41.06063)
18218,2018,04/04/2019,Ridgefield,33 PINECREST DR,468190.00,663000.00,0.706168929,Single Family,Single Family,,,,
80136,2008,10/30/2008,Waterbury,1568 MERIDEN RD #8J,47780.00,51000.00,0.936862745,Condo,Condo,,,,
50206,2005,08/28/2006,Portland,5 COE AVE EXT,67970.00,87500.00,0.7768,,,6,,,
30138,2003,02/24/2004,Winchester,7 HAMILL DR,80430.00,115000.00,0.699391304,,,,,,
31619,2003,05/03/2004,Stamford,2539 BEDFORD ST 385,218890.00,530000.00,0.413,,,,,,
50088,2005,11/07/2005,Groton,2590 GOLD STAR HWY 216,68880.00,210320.00,0.327500951,,,,,,
30287,2003,07/06/2004,Madison,307 RACE HL RD,493000.00,849900.00,0.580068243,,,7,,,
110062,2011,03/05/2012,East Hampton,175 LAKE DR,219830.00,153981.00,1.42764367,Single Family,Single Family,01 - Family,FAMILY SALE,,
90790,2009,05/07/2010,Stamford,20 MAPLE TREE AVENUE UT J,234040.00,250000.00,0.93616,Condo,Condo,25 - Other,CONSERVATOR DEED,,POINT (-73.51557 41.07133)
90336,2009,02/16/2010,Norwalk,7 JARVIS ST,366030.00,477500.00,0.766554974,Single Family,Single Family,,,,
61633,2006,08/28/2007,Norwalk,20 NOSTRUM RD,295050.00,500000.00,0.5901,Single Family,Single Family,,,,
50388,2005,09/20/2006,Berlin,55 GRANDVIEW DR,103900.00,210000.00,0.494761905,,,,,,
50434,2005,12/13/2005,Hartford,74 WILSON ST,42000.00,162500.00,0.258461538,,,10,,,
190315,2019,06/22/2020,Vernon,34 -42 ACORN RD,73590.00,65000.00,1.1322,,,,34 ACORN RD ASSMNT 36720  42 ACORN RD ASSMNT 36870,,
191217,2019,12/30/2019,Woodbury,76 FOX RD,135170.00,55000.00,2.4576,Single Family,Single Family,01 - Family,WIFE TO HUSBAND,,
20126,2002,07/15/2003,Durham,45 LEXINGTON PL SOUTH,133840.00,234000.00,0.571965812,,,,,,POINT (-72.65424 41.46439)
140245,2014,01/20/2015,Fairfield,278 PAPURAH ROAD,361970.00,525000.00,0.689466667,Single Family,Single Family,,,,
81046,2008,07/29/2009,Waterbury,35 LAWRENCE ST,129060.00,37000.00,3.488108108,Three Family,Three Family,14 - Foreclosure,,,
21482,2002,05/20/2003,Stamford,226 BELLTOWN RD,139860.00,380000.00,0.368052632,,,,,,
90169,2009,09/08/2010,Ledyard,410 PUMPKIN HILL RD,141120.00,252250.00,0.559444995,Single Family,Single Family,,,,
30548,2003,03/01/2004,West Hartford,60 CASSANDRA BLVD 212,89700.00,315990.00,0.283869743,,,7,,,POINT (-72.77726 41.74415)
59408,2005,08/23/2006,Guilford,588 W LAKE AVE,167330.00,350000.00,0.478085714,,,,,,
90131,2009,08/02/2010,Burlington,104 BELDEN RD,119560.00,108000.00,1.107037037,Single Family,Single Family,10 - A Will,,,
150421,2015,03/21/2016,New Britain,240 STEELE ST,105560.00,132000.00,0.79969697,Single Family,Single Family,,,,
16136,2016,07/17/2017,Lebanon,1 ADAMS HTS,112580.00,213000.00,0.528544601,Single Family,Single Family,,,,
140135,2014,09/28/2015,Somers,271 SPRINGFIELD RD,122900.00,90000.00,1.365555556,Single Family,Single Family,25 - Other,PER MLS SOLD AS IS - CASH OR 203K - WILL NOT QUALIFY FOR CONVENTIONAL FINANCING,,
140391,2014,09/10/2015,Waterford,519 BOSTON POST RD,120060.00,176000.00,0.682159091,Single Family,Single Family,,,,POINT (-72.1843 41.36671)
20160604,2020,01/28/2021,Redding,65 PICKETTS RIDGE RD,180500.00,375000.00,0.4813,Residential,Single Family,,,,POINT (-73.45938 41.32092)
140928,2014,09/01/2015,Fairfield,325 OLD STRATFIELD ROAD,345380.00,565000.00,0.611292035,Single Family,Single Family,,,,POINT (-73.23206 41.17993)
40448,2004,01/31/2005,Milford,56 HONEYCOMB LN,165130.00,429900.00,0.384112584,,,,,,
201325,2020,07/02/2021,Milford,207 FORD ST,177580.00,350000.00,0.507371429,Residential,Single Family,25 - Other,NOT ON OPEN MARKET,,POINT (-73.0775 41.22685)
20081,2002,11/01/2002,Wallingford,1208 YALE AVE,91900.00,158000.00,0.58164557,,,,,,
60047,2006,11/22/2006,Ellington,5 ROSA CT,229500.00,397660.00,0.577126188,Single Family,Single Family,07 - Change in Property,,,
160545,2016,05/10/2017,Greenwich,17 PROSPECT DRIVE,788200.00,1060000.00,0.743584906,Single Family,Single Family,,,,
90182,2009,12/01/2009,West Hartford,39 LEVESQUE AVE,142500.00,140000.00,1.017857143,Single Family,Single Family,,,,
40877,2004,08/03/2005,Torrington,WINSTED RD,40200.00,25000.00,1.608,,,7,,,
42453,2004,06/07/2005,Bridgeport,288 WILLOW ST,69930.00,155000.00,0.45116129,,,,,,
190568,2019,03/05/2020,Milford,65 HOUSATONIC AVE,185160.00,215000.00,0.8612,Single Family,Single Family,25 - Other,LOW SALE FOR NEIGHBORHOOD - ESTATE SALE,,
2001133,2020,03/09/2021,Stamford,130 MYRTLE AVE UNIT D,169550.00,320000.00,0.5298,Residential,Condo,,,,
110048,2011,02/27/2012,Ledyard,5 ASH DR,113120.00,183000.00,0.618142077,Single Family,Single Family,,,,
12065,2012,07/01/2013,Washington,156 CALHOUN ST,1460200.00,4200000.00,0.347666667,Single Family,Single Family,,,,POINT (-73.32847 41.65919)
10237,2001,10/31/2001,Bridgeport,301 BRONX AVE,76639.00,238000.00,0.322012605,,,,,,
151030,2015,09/14/2016,Stratford,1560 MAIN ST,186550.00,233000.00,0.800643777,Single Family,Single Family,25 - Other,PROPERTY ON MARKET FOR TWO YEARS,,
160309,2016,05/17/2017,Naugatuck,30 GORMAN STREET,79580.00,124000.00,0.641774194,Single Family,Single Family,07 - Change in Property,IMPROVED,,POINT (-73.05749 41.48379)
50358,2005,09/07/2006,Plainfield,99-101 PROSPECT ST,69680.00,204000.00,0.341568627,,,,,,POINT (-71.88485 41.7131)
170068,2017,01/16/2018,Thompson,20 RACHEL DR,93900.00,145000.00,0.6475,Single Family,Single Family,,,,POINT (-71.88784 41.96994)
10124,2001,03/08/2002,Ansonia,15 REICHELT TER,28210.00,55000.00,0.512909091,,,,,,
14012,2014,10/06/2014,Darien,337 HOLLOW TREE RIDGE ROAD,956900.00,1598000.00,0.598811014,Single Family,Single Family,,,,
40542,2004,06/30/2005,Windsor,219 CONESTOGA ST,40740.00,75000.00,0.5432,,,,,,
130109,2013,07/02/2014,Woodstock,1453 RT 169,139300.00,173000.00,0.805202312,Single Family,Single Family,,,,POINT (-72.00152 42.00746)
30638,2003,04/13/2004,Milford,114 NAUGATUCK AVE,74130.00,237750.00,0.311798107,,,,,,
60293,2006,03/19/2007,Windsor,457 RAINBOW RD,78540.00,225000.00,0.349066667,Single Family,Single Family,07 - Change in Property,,,POINT (-72.69498 41.91824)
50244,2005,11/21/2005,Meriden,22 GOLD ST,67340.00,180000.00,0.374111111,,,,,,
1500255,2015,06/16/2016,Guilford,203 BOSTON POST RD,303630.00,364000.00,0.834148352,Single Family,Single Family,,,,
100265,2010,08/29/2011,Berlin,6 WILLIAMS ST,176800.00,150000.00,1.178666667,Single Family,Single Family,08 - Part Interest,,,
180844,2018,08/21/2019,Hamden,86 COSTANZO CT,135310.00,199000.00,0.6799,Single Family,Single Family,,,,POINT (-72.90999 41.40061)
10598,2010,08/09/2011,New Haven,19 WRIGHT AVENUE,136920.00,140000.00,0.978,Single Family,Single Family,,,,
20253,2002,04/01/2003,Avon,43 APPLEWOOD LN,143330.00,292500.00,0.490017094,,,,,,
150166,2015,05/04/2016,Windham,58 GORDON AVE,95900.00,40619.00,2.360964081,Single Family,Single Family,14 - Foreclosure,,,
11270,2001,05/29/2002,Danbury,3 GROVE PL,78700.00,180000.00,0.437222222,,,,,,
40347,2004,04/08/2005,Groton,98 PAMELA AVE,70910.00,185000.00,0.383297297,,,,,,
40471,2004,01/31/2005,Bristol,942 HILL ST,200180.00,350000.00,0.571942857,,,,,,
11046,2011,10/28/2011,Fairfield,56 HENRY STREET,289660.00,483000.00,0.599710145,Single Family,Single Family,01 - Family,,,
10087,2010,02/03/2011,Southbury,14 D HERITAGE CIRCLE,136240.00,150000.00,0.908266667,Condo,Condo,,,,
10007,2001,10/12/2001,Redding,7 WOODS WAY UT 4B,311010.00,638540.00,0.48706424,,,,,,POINT (-73.42551 41.25979)
110233,2011,02/21/2012,Hamden,164 NORTH ST,133630.00,186000.00,0.71844086,Single Family,Single Family,,,,
140148,2014,02/10/2015,Stonington,11 NAUYAUG PT RD,465800.00,700000.00,0.665428571,Single Family,Single Family,,,,
140156,2014,03/30/2015,New Canaan,929 WEED STREET,2703190.00,1425000.00,1.896975439,Single Family,Single Family,06 - Portion of Property,Sale conveying a portion of the property assessed as a unit,,
51294,2005,06/06/2006,Norwalk,17 BROOKHILL LN,304710.00,530000.00,0.574924528,,,,,,POINT (-73.40957 41.14063)
61759,2006,06/05/2007,Bridgeport,684 HUNTINGTON RD,110390.00,246000.00,0.448739837,Single Family,Single Family,11 - Court Order,,,
50290,2005,12/30/2005,Middletown,29 ERIN ST,0.00,571829.00,0,,,3,,,
90183,2009,08/27/2010,Old Saybrook,2 BARNES AVE,193300.00,80000.00,2.41625,Single Family,Single Family,08 - Part Interest,REMAINDER LIFE USE SOLD,,POINT (-72.358 41.32275)
19088,2019,12/23/2019,Monroe,4 BLACK STONE RD,156000.00,230000.00,0.6783,Condo,Condo,,,,
30618,2003,05/11/2004,East Hartford,348 PARK AVE,93800.00,138000.00,0.679710145,,,1,,,
1300043,2013,11/04/2013,East Haven,10 SUPPA DR,181560.00,253000.00,0.717628458,Single Family,Single Family,,,,
70429,2007,02/14/2008,Norwalk,76 NEW CANAAN AVE,177758.00,409000.00,0.434616137,Condo,Condo,,,,
30047,2003,05/18/2004,Morris,108 BURGESS RD,99930.00,52000.00,1.921730769,,,6,,,POINT (-73.25225 41.69738)
80146,2008,03/25/2009,New Milford,116 OLD RIDGE RD,267120.00,350500.00,0.76211127,Single Family,Single Family,,,,
80767,2008,07/08/2009,New Haven,571 QUINNIPIAC AV,206990.00,180000.00,1.149944444,Three Family,Three Family,13 - Bankrupcy,,,
70425,2007,04/18/2008,Greenwich,67 MARY LN,1131970.00,1525000.00,0.74227541,Single Family,Single Family,,,,
60170,2006,02/26/2007,Guilford,92 WAUWINET TRL,90580.00,200000.00,0.4529,Condo,Condo,,,,
60154,2006,08/10/2007,Litchfield,20 MASON HL RD,225220.00,418000.00,0.538803828,Single Family,Single Family,,,,
190450,2019,02/28/2020,Fairfield,179 LUCILLE STREET,282450.00,450000.00,0.6277,Single Family,Single Family,,,,
90074,2009,12/21/2009,Trumbull,17 RANGELY DRIVE,254200.00,338000.00,0.752071006,Single Family,Single Family,,,,
190122,2019,11/19/2019,Middletown,7 WEST POPLAR RD,228230.00,330000.00,0.6916,Single Family,Single Family,,,,POINT (-72.69148 41.57387)
40983,2004,11/16/2004,Bridgeport,175 RUTH ST,0.00,86387.00,0,,,8,,,
70215,2007,04/29/2008,East Haven,117 KENNETH ST #B,53900.00,83500.00,0.645508982,Condo,Condo,,,,
90098,2009,11/19/2009,Hartford,150 VICTORIA RD,47200.00,165000.00,0.286060606,Single Family,Single Family,,,,
11052,2011,07/11/2012,Sharon,74 SHARON MOUNTAIN RD,433100.00,566850.00,0.764046926,Single Family,Single Family,,,,
10707,2010,09/26/2011,Milford,33 WHITE BIRCH DRIVE,504350.00,575000.00,0.877130435,Single Family,Single Family,,,,POINT (-73.03968 41.2443)
181186,2018,02/11/2019,Waterbury,34 GOSS ST,151900.00,20000.00,7.595,Condo,Condo,25 - Other,ASSEMBLAGE,,
90409,2009,04/01/2010,West Hartford,62 MEADOW FARMS RD,161300.00,227500.00,0.709010989,Single Family,Single Family,,,,
30456,2003,11/28/2003,Waterbury,925 ORONOKE RD 36E,63000.00,112500.00,0.56,,,,,,
19130,2019,11/01/2019,Hartford,23 GOSHEN ST,79065.00,177250.00,0.4461,Two Family,Two Family,25 - Other,"PROPERTY SOLD ""AS IS"" IN NEED OF REPAIRS",,POINT (-72.7107 41.73095)
20200107,2020,07/26/2021,Sharon,BARBERRY HILLS RD,106300.00,100000.00,1.063,Vacant Land,,,,,
10112,2001,10/12/2001,Bridgeport,679 LAKESIDE DR,138600.00,268000.00,0.517164179,,,,,,
13034,2013,11/12/2013,Montville,1506 OLD COLCHESTER RD,92040.00,80500.00,1.143354037,Single Family,Single Family,25 - Other,ESTATE SALE,,POINT (-72.20854 41.4881)
160050,2016,10/17/2016,Danbury,914 OLD PASTURE DR,114200.00,287213.00,0.397614314,Condo,Condo,07 - Change in Property,NEW CONSTRUCTION / B15002-914,,
20099,2002,10/25/2002,Milford,189 MARY ELLEN DR,111580.00,225000.00,0.495911111,,,,,,
160490,2016,02/17/2017,Waterbury,337 CONGRESS AVE,76860.00,290000.00,0.265034483,,,,,,
141137,2014,06/15/2015,Bridgeport,1548-1550 NORTH AVENUE,205520.00,232000.00,0.885862069,Three Family,Three Family,,,,
151021,2015,04/22/2016,Norwalk,14 1/2 FAIRVIEW AVE UNIT C/3,131330.00,182000.00,0.721593407,Condo,Condo,,,,
800243,2008,06/11/2009,Farmington,62 FARMINGTON RIDGE DR,439420.00,520000.00,0.845038462,Single Family,Single Family,14 - Foreclosure,,,
70026,2007,10/29/2007,Avon,36 SHEFFIELD LN,496470.00,965000.00,0.514476684,Single Family,Single Family,07 - Change in Property,C.O. 10/22/2007 PER BUILDING DEPT,,
11171,2011,06/18/2012,North Haven,7 LYNETTE DRIVE,156030.00,160000.00,0.9751875,Single Family,Single Family,,,,
10020,2001,10/11/2001,Torrington,217 E ELM ST,55300.00,90000.00,0.614444444,,,,,,POINT (-73.11719 41.80881)
140203,2014,04/17/2015,Cheshire,23 BIRCH DR,285110.00,85836.00,3.321566709,,,11 - Court Order,,,
90160,2009,01/08/2010,Shelton,350 CORAM AVE,121800.00,150000.00,0.812,Single Family,Single Family,,,,
131509,2013,05/22/2014,West Hartford,12 FAIRFIELD ROAD,168420.00,159000.00,1.059245283,Single Family,Single Family,,,,
190916,2019,07/30/2020,Danbury,3003 HEARTWOOD LA,197300.00,310000.00,0.6365,Condo,Condo,,K07106-15,,
42277,2004,05/20/2005,Bridgeport,46-50 BERKSHIRE AVE,111090.00,190000.00,0.584684211,,,3,,,POINT (-73.18583 41.19406)
40244,2004,09/23/2005,Orange,308 INDIAN RVR RD,102900.00,107500.00,0.957209302,,,4,,,
40155,2004,01/10/2005,Cheshire,88 BROADVIEW RD,158720.00,295000.00,0.538033898,,,,,,POINT (-72.91165 41.4788)
70454,2007,05/19/2008,Fairfield,1000 BURROUGHS RD,486780.00,475000.00,1.0248,Single Family,Single Family,,,,
10493,2001,01/29/2002,Hartford,1041-1043 CAPITOL AVE,104440.00,131000.00,0.797251908,,,,,,POINT (-72.71168 41.7602)
150715,2015,06/27/2016,West Hartford,132 ELMFIELD STREET,143010.00,216000.00,0.662083333,Single Family,Single Family,,,,
180159,2018,11/30/2018,Fairfield,1256 CATAMOUNT ROAD,568680.00,700000.00,0.8124,Single Family,Single Family,,,,
201295,2020,09/27/2021,Meriden,216 BLACKSTONE VLG,36540.00,125000.00,0.2923,Residential,Condo,,,,
60613,2006,04/30/2007,Greenwich,2 PATTERSON AVE,1828400.00,2900000.00,0.630482759,Single Family,Single Family,16 - Charitable Group,,,
20004,2002,10/01/2002,New London,127 NORWOOD AVE,60410.00,129000.00,0.468294574,,,,,,
10776,2001,05/13/2002,Hamden,16 CORPORATE RDG,107730.00,45000.00,2.394,,,25,,,
150198,2015,05/06/2016,Stonington,31 MORGAN ST,173400.00,243000.00,0.713580247,Single Family,Single Family,,,,
20069,2002,10/29/2002,Norwich,78 SALEM TPKE,51600.00,59900.00,0.861435726,,,,,,
140121,2014,06/15/2015,Oxford,676 CHAMPIONSHIP DR,277100.00,463907.00,0.597317997,Condo,Condo,07 - Change in Property,UNDER CONSTRUCTION,,
180015,2018,01/14/2019,Canaan,163 MUSIC MOUNTAIN RD,84400.00,60000.00,1.4066,,,25 - Other,NOT ON MARKET SOLD TO ABUTTER,,
